versionCreated,text,storyId,sourceCode
2022-11-22 05:25:15+00:00,UK Stocks-Factors to watch on Nov 22,urn:newsml:newswire.refinitiv.com:20221122:nL4N32I0XL:1,NS:RTRS
2022-11-21 20:22:38+00:00,UPDATE 2-U.S. Supreme Court rebuffs RBS ex-banker's whistleblower award bid,urn:newsml:newswire.refinitiv.com:20221121:nL1N32H13L:6,NS:RTRS
2022-11-21 14:35:48+00:00,U.S. Supreme Court rebuffs RBS ex-banker's whistleblower award bid,urn:newsml:newswire.refinitiv.com:20221121:nS0N311048:1,NS:RTRS
2022-11-21 14:30:55.685000+00:00,U.S. SUPREME COURT TURNS AWAY ROYAL BANK OF SCOTLAND EX-BANKER VICTOR HONG'S BID FOR WHISTLEBLOWER AWARD,urn:newsml:newswire.refinitiv.com:20221121:nS0N311048:1,NS:RTRS
2022-11-17 14:10:07+00:00,"UPDATE 3-Britain to help insurers invest in economy, trims bank tax rate",urn:newsml:newswire.refinitiv.com:20221117:nL8N32D42L:1,NS:RTRS
2022-11-17 12:36:42+00:00,"CORRECTED-BRITAIN'S FINANCE MINISTRY SAYS FROM APRIL 2023, BANKS WILL BE CHARGED AN ADDITIONAL 3% RATE ON THEIR PROFITS ABOVE £100 MILLION",urn:newsml:newswire.refinitiv.com:20221117:nL1N32D0Z3:1,NS:RTRS
2022-11-16 21:30:00+00:00,UK banks say consumer safeguard could backfire in cost of living crisis,urn:newsml:newswire.refinitiv.com:20221116:nL8N32C5XS:5,NS:RTRS
2022-11-11 10:34:17+00:00,BRIEF-UK's CMA Finds Breaches Of Retail Banking Market Investigation Order 2017 For Natwest,urn:newsml:newswire.refinitiv.com:20221111:nFWN32763T:1,NS:RTRS
2022-11-11 10:01:57.312000+00:00,UK'S CMA - FINDS BREACHES OF RETAIL BANKING MARKET INVESTIGATION ORDER 2017 AND NATWEST HAS AGREED TO TAKE ACTION TO PUT THINGS RIGHT FOR CUSTOMER,urn:newsml:newswire.refinitiv.com:20221111:nFWN32763T:1,NS:RTRS
2022-11-11 06:11:28.755000+00:00,NATWEST GROUP PLC <NWG.L>: CITIGROUP RAISES PRICE TARGET TO 455P FROM 425P,urn:newsml:newswire.refinitiv.com:20221111:nFWN3272UK:1,NS:RTRS
